RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
997,15000996,Cliente0997,699,France,Female,18,6,56106.93,1,0,1,129798.32,0
998,15000997,Cliente0998,466,France,Male,50,3,0.0,2,1,1,146899.72,0
999,15000998,Cliente0999,683,Spain,Female,22,4,24259.47,3,1,1,130353.17,0
1000,15000999,Cliente1000,643,Spain,Female,69,0,0.0,3,0,0,174185.91,1
1001,15001000,Cliente1001,684,Spain,Female,44,0,108685.45,2,0,1,138174.74,0
1002,15001001,Cliente1002,721,Germany,Male,49,1,96661.52,1,1,0,172919.2,1
1003,15001002,Cliente1003,685,Germany,Male,36,2,90041.76,2,0,0,128453.24,0
1004,15001003,Cliente1004,709,France,Male,44,6,0.0,2,0,0,131879.36,0
1005,15001004,Cliente1005,550,Germany,Female,42,4,131711.13,2,1,1,150293.64,1
1006,15001005,Cliente1006,688,Germany,Female,34,3,142994.88,1,1,1,132267.39,0
1007,15001006,Cliente1007,641,France,Female,79,5,0.0,1,1,1,191648.34,0
1008,15001007,Cliente1008,643,France,Female,46,9,53384.55,2,1,1,169437.14,0
1009,15001008,Cliente1009,761,France,Female,61,2,123547.57,1,0,0,185483.24,0
1010,15001009,Cliente1010,608,France,Male,67,8,0.0,1,1,0,162293.79,0
1011,15001010,Cliente1011,593,France,Male,61,4,105741.91,2,1,1,166837.53,1
1012,15001011,Cliente1012,538,France,Male,62,4,0.0,3,0,1,158176.07,0
1013,15001012,Cliente1013,625,Germany,Male,48,8,106294.07,1,1,1,155820.92,0
1014,15001013,Cliente1014,741,France,Female,26,7,0.0,2,1,1,138602.13,0
1015,15001014,Cliente1015,508,France,Male,28,8,106852.03,1,1,1,118309.57,0
1016,15001015,Cliente1016,671,France,Female,38,9,0.0,2,1,1,164494.14,0
1017,15001016,Cliente1017,435,Spain,Male,47,9,109648.3,3,1,1,156168.44,0
1018,15001017,Cliente1018,591,Spain,Male,42,8,0.0,1,1,1,145998.43,0
1019,15001018,Cliente1019,687,Spain,Male,80,6,143794.22,1,1,0,193723.2,1
1020,15001019,Cliente1020,604,France,Male,43,10,0.0,4,1,1,163130.15,0
1021,15001020,Cliente1021,548,France,Male,64,4,74447.62,1,1,1,159106.22,1
1022,15001021,Cliente1022,619,France,Female,78,2,149265.35,1,0,0,146428.78,1
1023,15001022,Cliente1023,734,France,Female,58,1,97552.29,2,1,0,159060.87,1
1024,15001023,Cliente1024,777,Germany,Female,69,6,122318.81,2,1,1,180215.79,0
1025,15001024,Cliente1025,779,Germany,Male,68,4,0.0,4,1,0,177192.87,0
1026,15001025,Cliente1026,708,Germany,Male,34,5,0.0,1,1,0,125849.3,0
1027,15001026,Cliente1027,681,Germany,Female,37,2,67002.26,1,0,0,156166.84,0
1028,15001027,Cliente1028,734,France,Male,58,0,0.0,1,1,0,155145.47,1
1029,15001028,Cliente1029,552,France,Female,20,10,66460.0,4,1,0,116193.68,0
1030,15001029,Cliente1030,568,France,Male,32,7,109882.25,2,1,0,139595.06,0
1031,15001030,Cliente1031,760,France,Female,23,2,66954.26,1,1,1,129574.78,0
1032,15001031,Cliente1032,723,France,Male,45,0,0.0,1,0,1,135402.65,1
1033,15001032,Cliente1033,724,Germany,Male,61,1,66254.82,1,1,1,163058.33,1
1034,15001033,Cliente1034,669,Spain,Female,55,2,111937.52,2,1,0,155230.54,0
1035,15001034,Cliente1035,580,Germany,Female,64,6,111938.58,1,0,0,184707.08,1
1036,15001035,Cliente1036,558,France,Female,43,8,0.0,1,1,0,136077.93,0
1037,15001036,Cliente1037,730,France,Male,23,2,0.0,3,1,0,110253.51,0
1038,15001037,Cliente1038,742,Germany,Male,49,10,0.0,4,0,0,195177.53,0
1039,15001038,Cliente1039,555,France,Male,73,5,0.0,1,1,0,152821.14,1
1040,15001039,Cliente1040,587,Spain,Female,50,7,159365.09,3,1,1,168708.38,0
1041,15001040,Cliente1041,641,Spain,Female,64,9,136285.23,3,0,0,183289.3,0
1042,15001041,Cliente1042,724,Germany,Female,26,9,109477.52,4,0,1,175478.8,0
1043,15001042,Cliente1043,621,Germany,Female,34,8,82533.73,2,0,1,141942.36,0
1044,15001043,Cliente1044,578,France,Male,34,5,0.0,1,0,1,110625.82,0
1045,15001044,Cliente1045,734,Germany,Female,32,0,121457.98,4,0,1,188434.88,0
1046,15001045,Cliente1046,701,France,Male,54,5,110470.96,3,1,0,170550.07,0
1047,15001046,Cliente1047,591,France,Female,75,4,87399.65,1,1,1,158576.96,0
1048,15001047,Cliente1048,594,France,Male,55,3,0.0,1,1,0,157574.66,0
1049,15001048,Cliente1049,744,France,Female,20,4,31625.13,3,0,0,139353.88,1
1050,15001049,Cliente1050,541,Germany,Female,76,0,85128.47,2,1,1,171671.47,1
1051,15001050,Cliente1051,625,Germany,Male,25,7,80929.98,1,1,0,136670.15,0
1052,15001051,Cliente1052,688,France,Female,20,1,57346.24,1,0,1,130496.77,0
1053,15001052,Cliente1053,664,France,Female,22,10,0.0,2,1,1,130201.46,0
1054,15001053,Cliente1054,729,Spain,Male,76,2,91777.42,1,0,0,189027.97,1
1055,15001054,Cliente1055,505,Germany,Male,59,4,120168.71,2,0,0,137540.39,0
1056,15001055,Cliente1056,651,Germany,Female,26,9,89804.96,2,0,0,151239.0,1
1057,15001056,Cliente1057,676,France,Male,73,10,0.0,3,1,1,207233.28,0
1058,15001057,Cliente1058,678,Spain,Male,64,0,81101.69,3,1,1,178549.66,0
1059,15001058,Cliente1059,699,Germany,Male,75,8,0.0,2,1,0,191791.4,0
1060,15001059,Cliente1060,551,Spain,Female,45,4,0.0,1,1,1,114594.68,0
1061,15001060,Cliente1061,773,France,Male,44,7,0.0,1,1,0,162084.43,0
1062,15001061,Cliente1062,689,Spain,Female,80,10,205035.5,1,1,0,204046.65,1
1063,15001062,Cliente1063,698,France,Female,26,10,58426.28,2,0,0,156048.32,0
1064,15001063,Cliente1064,601,France,Female,30,9,39342.43,1,1,1,125192.4,0
1065,15001064,Cliente1065,665,France,Female,41,4,75217.52,1,0,1,142982.62,0
1066,15001065,Cliente1066,763,Spain,Male,21,1,76446.22,2,1,1,144847.68,0
1067,15001066,Cliente1067,649,Spain,Female,57,0,126233.11,1,0,0,153860.23,1
1068,15001067,Cliente1068,667,Germany,Female,53,8,0.0,3,0,1,180251.59,0
1069,15001068,Cliente1069,677,France,Female,46,4,93349.24,1,1,0,150410.39,0
1070,15001069,Cliente1070,511,France,Male,65,9,61135.41,3,0,0,181844.39,1
1071,15001070,Cliente1071,635,Germany,Female,50,5,63202.43,1,1,1,148091.99,1
1072,15001071,Cliente1072,709,France,Female,69,2,116967.58,1,1,1,172878.69,0
1073,15001072,Cliente1073,608,France,Female,79,6,0.0,3,1,1,181429.97,0
1074,15001073,Cliente1074,646,France,Male,75,2,39428.27,3,1,1,194953.83,0
1075,15001074,Cliente1075,647,Germany,Female,54,5,73338.5,2,1,1,154521.3,0
1076,15001075,Cliente1076,516,Spain,Female,62,7,0.0,1,1,0,158272.87,1
1077,15001076,Cliente1077,718,France,Male,42,8,0.0,1,0,1,129686.28,0
1078,15001077,Cliente1078,535,France,Female,80,8,79930.95,2,1,0,202163.42,1
1079,15001078,Cliente1079,686,France,Male,34,8,85917.69,2,1,0,153554.34,0
1080,15001079,Cliente1080,639,Germany,Male,20,9,0.0,2,0,1,126899.52,0
1081,15001080,Cliente1081,621,Spain,Female,42,5,64511.15,2,1,1,131512.91,0
1082,15001081,Cliente1082,656,France,Female,40,4,0.0,1,1,1,128403.7,0
1083,15001082,Cliente1083,714,France,Male,50,9,18289.79,1,1,1,158819.27,0
1084,15001083,Cliente1084,719,Germany,Female,24,0,53478.68,2,0,0,130539.14,0
1085,15001084,Cliente1085,613,Spain,Female,71,6,118384.66,3,1,1,188440.47,0
1086,15001085,Cliente1086,636,France,Male,63,10,135044.35,2,0,0,175683.06,0
1087,15001086,Cliente1087,577,Germany,Female,77,4,178346.22,1,1,1,200772.27,1
1088,15001087,Cliente1088,526,Spain,Male,47,2,142133.89,1,1,0,143949.53,1
1089,15001088,Cliente1089,731,France,Male,32,8,123553.88,3,1,1,158914.74,0
1090,15001089,Cliente1090,557,France,Male,51,8,53348.66,2,1,0,135530.47,1
1091,15001090,Cliente1091,587,Spain,Male,18,4,0.0,1,0,1,113490.0,0
1092,15001091,Cliente1092,682,France,Male,36,10,111643.55,1,1,0,133842.71,0
1093,15001092,Cliente1093,535,Germany,Male,32,5,49285.93,2,1,0,132738.77,1
1094,15001093,Cliente1094,691,Spain,Male,73,5,77128.49,2,1,1,201723.42,0
1095,15001094,Cliente1095,578,France,Female,32,5,133518.62,3,1,1,161419.25,0
1096,15001095,Cliente1096,553,France,Male,47,5,83882.06,3,1,0,163791.21,1
1097,15001096,Cliente1097,601,France,Female,68,8,0.0,1,1,0,165951.28,0
1098,15001097,Cliente1098,578,Spain,Female,18,2,22950.82,2,1,0,101006.73,0
1099,15001098,Cliente1099,670,Germany,Male,30,5,57430.04,1,1,1,130722.63,0
1100,15001099,Cliente1100,771,France,Female,29,0,0.0,1,1,0,124226.22,0
1101,15001100,Cliente1101,707,Germany,Male,18,9,0.0,2,1,1,125168.54,0
1102,15001101,Cliente1102,690,Germany,Female,55,1,27540.51,1,1,1,150337.18,1
1103,15001102,Cliente1103,598,France,Female,35,5,40735.57,3,1,0,150353.53,1
1104,15001103,Cliente1104,630,Germany,Male,58,7,0.0,2,0,0,191801.29,0
1105,15001104,Cliente1105,658,France,Male,65,5,65683.6,1,1,0,169377.03,1
1106,15001105,Cliente1106,644,Spain,Female,66,2,0.0,1,1,1,163177.79,0
1107,15001106,Cliente1107,661,Germany,Male,39,0,85580.93,2,1,0,136436.22,0
1108,15001107,Cliente1108,546,France,Male,31,5,82902.26,1,0,0,122552.71,0
1109,15001108,Cliente1109,798,France,Female,79,0,152740.95,1,1,1,193984.35,1
1110,15001109,Cliente1110,533,France,Male,25,5,0.0,2,1,0,105213.71,0
1111,15001110,Cliente1111,634,Spain,Female,62,3,132838.82,1,0,1,190525.6,1
1112,15001111,Cliente1112,717,Spain,Male,45,10,59210.05,1,1,0,156344.07,0
1113,15001112,Cliente1113,583,Spain,Male,78,3,116699.87,1,1,1,185261.81,1
1114,15001113,Cliente1114,736,France,Male,22,5,58142.29,2,1,0,143966.14,0
1115,15001114,Cliente1115,526,Germany,Female,44,7,150081.75,1,1,1,147348.25,1
1116,15001115,Cliente1116,583,Spain,Female,58,6,65205.67,1,0,1,144890.03,0
1117,15001116,Cliente1117,446,Spain,Female,40,2,79676.8,2,1,1,131833.09,1
1118,15001117,Cliente1118,734,France,Male,71,8,123776.76,1,1,1,193225.47,0
1119,15001118,Cliente1119,544,Spain,Male,75,1,0.0,1,1,0,162833.99,1
1120,15001119,Cliente1120,587,Spain,Male,44,3,43194.43,1,1,0,136644.68,1
1121,15001120,Cliente1121,711,France,Male,43,3,64310.66,2,1,1,149107.51,0
1122,15001121,Cliente1122,675,Spain,Male,21,7,144507.98,1,1,0,133246.89,1
1123,15001122,Cliente1123,736,Spain,Male,64,5,112814.28,1,1,0,169717.03,1
1124,15001123,Cliente1124,700,France,Male,76,1,117271.43,1,1,0,167833.32,1
1125,15001124,Cliente1125,721,France,Female,29,8,115286.99,1,0,1,133365.08,0
1126,15001125,Cliente1126,604,France,Female,77,0,125948.33,1,1,0,166991.75,1
1127,15001126,Cliente1127,638,France,Male,39,2,0.0,3,0,0,143877.72,1
1128,15001127,Cliente1128,708,Germany,Male,39,10,0.0,3,0,1,178087.41,1
1129,15001128,Cliente1129,709,Germany,Female,28,10,26161.86,1,0,0,131137.28,0
1130,15001129,Cliente1130,725,Germany,Female,64,3,146121.66,1,1,1,192836.92,1
1131,15001130,Cliente1131,580,France,Female,72,3,0.0,2,1,0,155553.09,0
1132,15001131,Cliente1132,552,Germany,Male,30,5,64209.11,2,1,1,131760.44,0
1133,15001132,Cliente1133,538,France,Female,37,7,78787.87,2,1,0,143016.58,0
1134,15001133,Cliente1134,604,France,Male,67,1,43781.33,3,1,1,193296.23,0
1135,15001134,Cliente1135,636,France,Female,33,8,26356.7,1,1,0,155689.89,1
1136,15001135,Cliente1136,543,France,Male,24,3,75779.31,2,1,0,106042.09,0
1137,15001136,Cliente1137,629,France,Female,80,9,0.0,1,1,0,205525.27,0
1138,15001137,Cliente1138,698,Germany,Male,62,9,40706.19,3,0,1,185131.29,1
1139,15001138,Cliente1139,729,France,Male,78,0,112240.76,3,1,0,193726.11,1
1140,15001139,Cliente1140,595,Germany,Female,35,10,84245.93,2,1,1,153737.86,0
1141,15001140,Cliente1141,693,France,Female,50,0,0.0,1,1,0,135940.24,0
1142,15001141,Cliente1142,536,Germany,Female,49,6,117903.85,2,0,0,136521.02,1
1143,15001142,Cliente1143,589,Germany,Female,77,9,0.0,1,0,1,186463.57,1
1144,15001143,Cliente1144,654,France,Female,57,2,0.0,3,1,1,158890.98,0
1145,15001144,Cliente1145,590,France,Male,50,0,90337.43,1,0,0,130008.62,1
1146,15001145,Cliente1146,578,Germany,Male,71,10,0.0,1,0,0,156777.49,1
1147,15001146,Cliente1147,667,France,Male,72,4,95969.24,1,0,0,179666.52,1
1148,15001147,Cliente1148,560,France,Male,47,8,121244.2,1,1,0,150184.24,1
1149,15001148,Cliente1149,654,Spain,Female,67,5,112053.26,1,1,1,181834.86,1
1150,15001149,Cliente1150,635,France,Female,49,1,0.0,4,1,1,171412.72,0
1151,15001150,Cliente1151,688,France,Male,28,4,67976.29,1,1,1,139640.65,0
1152,15001151,Cliente1152,709,Spain,Female,29,7,131422.91,1,1,1,159848.46,0
1153,15001152,Cliente1153,656,Germany,Male,80,2,105243.35,4,0,0,202867.4,1
1154,15001153,Cliente1154,602,Spain,Male,40,4,0.0,1,1,1,132509.58,0
1155,15001154,Cliente1155,730,France,Male,56,5,64710.74,1,0,0,146579.69,1
1156,15001155,Cliente1156,661,France,Female,49,0,90746.39,2,1,1,168406.14,0
1157,15001156,Cliente1157,570,Spain,Male,70,6,114899.56,1,1,0,181628.56,1
1158,15001157,Cliente1158,659,France,Female,44,2,82442.37,2,1,0,143648.06,0
1159,15001158,Cliente1159,592,Germany,Female,61,10,129588.58,2,1,0,200091.7,1
1160,15001159,Cliente1160,430,Germany,Female,53,6,66494.49,4,1,0,167561.39,0
1161,15001160,Cliente1161,563,France,Male,80,6,125605.52,4,1,0,223337.32,1
1162,15001161,Cliente1162,612,Spain,Female,80,6,120093.32,2,0,0,177093.07,1
1163,15001162,Cliente1163,605,France,Male,44,8,81744.2,2,0,0,147282.05,1
1164,15001163,Cliente1164,514,France,Female,24,10,60143.94,1,1,0,138993.95,1
1165,15001164,Cliente1165,615,Germany,Female,46,5,81258.08,1,1,1,150639.57,1
1166,15001165,Cliente1166,681,France,Male,47,5,0.0,2,1,1,139515.79,0
1167,15001166,Cliente1167,547,Spain,Female,65,8,0.0,2,0,0,155977.98,0
1168,15001167,Cliente1168,666,Spain,Male,18,3,161528.72,2,0,0,109877.79,0
1169,15001168,Cliente1169,472,France,Male,41,3,87018.59,2,0,1,134339.1,0
1170,15001169,Cliente1170,687,France,Female,25,9,119618.91,1,0,1,136860.9,1
1171,15001170,Cliente1171,596,France,Female,45,10,90351.86,1,1,1,138943.89,0
1172,15001171,Cliente1172,530,France,Female,34,5,145388.29,1,1,1,125091.71,1
1173,15001172,Cliente1173,738,France,Male,39,9,103128.95,3,1,1,179269.74,0
1174,15001173,Cliente1174,684,Spain,Female,77,5,0.0,2,0,1,200831.35,0
1175,15001174,Cliente1175,725,France,Female,21,7,92089.1,1,1,1,141635.06,1
1176,15001175,Cliente1176,670,France,Male,71,2,0.0,2,0,1,182047.77,1
1177,15001176,Cliente1177,674,Germany,Female,69,0,87359.0,3,0,1,184610.02,0
1178,15001177,Cliente1178,611,France,Female,18,8,0.0,1,1,1,107771.03,0
1179,15001178,Cliente1179,680,France,Female,60,5,150445.22,1,1,0,176791.41,1
1180,15001179,Cliente1180,637,France,Male,63,8,96234.09,1,0,1,184082.36,0
1181,15001180,Cliente1181,590,France,Male,72,6,54733.04,3,1,1,202338.68,1
1182,15001181,Cliente1182,628,France,Male,24,6,55618.04,2,1,0,129648.02,0
1183,15001182,Cliente1183,536,Germany,Male,21,0,0.0,1,1,0,90336.52,0
1184,15001183,Cliente1184,642,Spain,Female,51,4,84185.71,1,1,1,148761.85,1
1185,15001184,Cliente1185,681,France,Male,25,10,104844.22,1,1,1,141191.66,0
1186,15001185,Cliente1186,654,France,Male,41,6,70542.76,1,1,1,143395.34,0
1187,15001186,Cliente1187,692,France,Female,19,8,76356.94,1,1,1,128509.36,0
1188,15001187,Cliente1188,618,France,Male,69,9,62923.55,2,0,0,173325.93,0
1189,15001188,Cliente1189,647,Spain,Female,39,6,0.0,1,0,0,125665.71,0
1190,15001189,Cliente1190,646,France,Female,49,7,0.0,3,1,0,157069.96,0
1191,15001190,Cliente1191,807,France,Male,33,9,148414.14,1,1,1,165917.23,0
1192,15001191,Cliente1192,534,Spain,Female,64,9,0.0,3,1,1,171349.89,0
1193,15001192,Cliente1193,815,Spain,Male,48,1,0.0,2,0,1,181939.67,0
1194,15001193,Cliente1194,582,Spain,Male,63,4,119018.78,1,0,1,163473.26,1
1195,15001194,Cliente1195,616,France,Female,72,10,0.0,3,1,1,199806.76,0
1196,15001195,Cliente1196,667,France,Female,75,7,52189.42,1,0,0,190965.87,0
1197,15001196,Cliente1197,693,Germany,Female,64,1,0.0,1,0,0,169470.61,0
1198,15001197,Cliente1198,642,France,Female,60,6,129857.42,1,0,0,171678.24,0
1199,15001198,Cliente1199,663,Germany,Female,29,0,0.0,1,1,0,96533.1,0
1200,15001199,Cliente1200,762,Germany,Male,59,7,98884.81,1,0,1,196144.72,0
1201,15001200,Cliente1201,850,France,Female,48,1,100254.46,3,0,1,191983.76,0
1202,15001201,Cliente1202,679,France,Female,41,5,158793.45,1,1,0,195850.9,1
1203,15001202,Cliente1203,703,France,Male,46,7,92949.0,2,1,1,178794.12,0
1204,15001203,Cliente1204,636,France,Female,50,6,91866.74,3,0,1,190942.99,0
1205,15001204,Cliente1205,784,Germany,Female,21,6,0.0,2,0,1,122281.3,0
1206,15001205,Cliente1206,635,Germany,Male,26,4,129280.81,1,1,0,114245.52,0
1207,15001206,Cliente1207,687,France,Female,35,0,0.0,1,1,1,145173.65,1
1208,15001207,Cliente1208,556,France,Female,67,5,0.0,1,1,0,161887.67,0
1209,15001208,Cliente1209,420,France,Male,63,1,124212.81,1,1,1,154765.95,0
1210,15001209,Cliente1210,836,Germany,Female,20,3,0.0,1,1,0,114995.11,0
1211,15001210,Cliente1211,734,Spain,Female,73,8,0.0,2,1,1,183881.31,0
1212,15001211,Cliente1212,722,France,Male,25,9,59276.92,1,1,0,127376.56,0
1213,15001212,Cliente1213,566,France,Female,69,3,135109.85,1,1,0,167148.52,1
1214,15001213,Cliente1214,507,France,Male,44,3,87168.44,2,1,0,134776.69,0
1215,15001214,Cliente1215,625,France,Male,64,4,74729.1,1,1,0,149341.17,1
1216,15001215,Cliente1216,655,France,Female,45,9,130909.19,3,1,1,174523.82,0
1217,15001216,Cliente1217,705,Spain,Female,67,10,0.0,1,1,1,180799.26,0
1218,15001217,Cliente1218,646,Spain,Male,79,9,94344.03,2,0,0,208847.32,1
1219,15001218,Cliente1219,752,Spain,Female,19,6,41220.78,2,1,0,135219.67,0
1220,15001219,Cliente1220,674,Spain,Female,58,7,84121.16,1,0,1,164770.59,0
1221,15001220,Cliente1221,671,Germany,Male,73,0,127430.46,2,0,1,195189.98,0
1222,15001221,Cliente1222,743,Spain,Female,45,6,75173.31,2,1,1,146945.72,0
1223,15001222,Cliente1223,589,France,Female,31,0,56828.05,3,0,0,125444.57,0
1224,15001223,Cliente1224,677,Spain,Male,77,8,120618.22,2,1,0,228110.39,0
1225,15001224,Cliente1225,598,Germany,Male,28,8,74983.59,1,1,1,114050.82,0
1226,15001225,Cliente1226,588,France,Female,78,8,182617.36,2,0,0,213122.11,1
1227,15001226,Cliente1227,772,Spain,Male,32,2,0.0,1,1,0,129886.16,0
1228,15001227,Cliente1228,737,France,Male,53,5,108358.77,2,1,1,183142.81,0
1229,15001228,Cliente1229,690,Germany,Female,32,6,140503.26,1,1,1,155060.06,1
1230,15001229,Cliente1230,755,France,Female,36,0,0.0,1,1,1,126569.37,0
1231,15001230,Cliente1231,677,France,Female,20,5,25720.1,1,1,0,125295.93,0
1232,15001231,Cliente1232,759,Spain,Male,44,4,0.0,1,1,1,150398.72,0
1233,15001232,Cliente1233,574,France,Female,31,2,0.0,2,0,0,115911.04,0
1234,15001233,Cliente1234,633,France,Female,76,3,0.0,1,1,1,189929.12,1
1235,15001234,Cliente1235,677,Germany,Female,74,6,110866.43,2,0,0,216649.49,1
1236,15001235,Cliente1236,561,Germany,Female,59,10,64253.67,1,1,1,184439.62,0
1237,15001236,Cliente1237,589,Spain,Male,67,3,0.0,3,0,0,165899.9,0
1238,15001237,Cliente1238,541,France,Female,35,3,121810.22,1,1,1,161134.19,0
1239,15001238,Cliente1239,702,Spain,Female,65,0,131111.89,1,1,0,175091.99,1
1240,15001239,Cliente1240,606,France,Male,49,7,76833.58,2,0,1,147914.39,0
1241,15001240,Cliente1241,668,France,Male,24,5,0.0,1,1,0,114127.87,0
1242,15001241,Cliente1242,689,France,Female,62,2,68840.67,2,1,1,170765.65,0
1243,15001242,Cliente1243,632,France,Female,35,10,70722.66,1,1,1,152566.19,0
1244,15001243,Cliente1244,647,Spain,Female,44,10,107963.78,1,1,0,155157.47,1
1245,15001244,Cliente1245,657,France,Male,21,9,101049.17,1,0,1,141240.93,0
1246,15001245,Cliente1246,681,France,Female,55,10,150624.2,1,0,1,194391.69,0
1247,15001246,Cliente1247,758,France,Male,32,2,24108.33,2,1,0,114864.65,0
1248,15001247,Cliente1248,553,France,Female,80,6,163560.55,1,1,0,194114.05,1
1249,15001248,Cliente1249,653,Germany,Female,25,9,0.0,2,1,0,137758.13,0
1250,15001249,Cliente1250,545,France,Male,26,10,0.0,2,1,1,136351.27,0
1251,15001250,Cliente1251,767,Germany,Female,58,3,101422.48,3,0,1,199809.77,1
1252,15001251,Cliente1252,492,Germany,Female,60,4,123806.46,2,1,0,150304.38,1
1253,15001252,Cliente1253,660,Spain,Female,62,8,111766.41,2,1,1,187536.07,0
1254,15001253,Cliente1254,611,Spain,Male,72,0,124400.47,1,1,0,185781.69,1
1255,15001254,Cliente1255,597,Spain,Male,26,3,142512.7,3,0,1,129547.7,0
1256,15001255,Cliente1256,705,Germany,Male,51,10,89308.05,2,0,1,182070.15,1
1257,15001256,Cliente1257,690,France,Male,46,1,92440.93,3,0,1,190880.37,0
1258,15001257,Cliente1258,565,France,Male,49,2,6269.49,3,1,0,155849.62,0
1259,15001258,Cliente1259,684,Germany,Female,19,10,0.0,2,0,0,122408.89,0
1260,15001259,Cliente1260,670,Germany,Female,38,6,53139.38,2,1,0,144425.35,0
1261,15001260,Cliente1261,583,Spain,Female,66,6,0.0,1,0,0,152620.62,1
1262,15001261,Cliente1262,523,France,Male,51,10,152682.24,1,1,0,180454.17,0
1263,15001262,Cliente1263,712,France,Male,47,6,117188.04,1,0,0,156383.44,0
1264,15001263,Cliente1264,704,Germany,Male,65,2,52076.28,1,1,0,173387.76,0
1265,15001264,Cliente1265,689,France,Male,80,7,85981.53,2,1,0,187151.11,0
1266,15001265,Cliente1266,601,France,Female,66,5,0.0,1,1,1,164185.67,1
1267,15001266,Cliente1267,747,France,Female,55,6,30594.77,1,1,1,179243.21,0
1268,15001267,Cliente1268,850,Germany,Male,58,6,57513.46,2,1,1,188093.53,1
1269,15001268,Cliente1269,659,France,Female,73,3,103513.61,2,0,0,176159.56,1
1270,15001269,Cliente1270,689,Germany,Female,57,6,81920.0,1,1,1,163175.96,0
1271,15001270,Cliente1271,576,France,Female,64,10,0.0,2,0,1,187281.97,1
1272,15001271,Cliente1272,577,France,Female,68,6,0.0,1,1,0,163146.26,1
1273,15001272,Cliente1273,792,France,Female,67,7,0.0,3,1,0,177461.85,0
1274,15001273,Cliente1274,835,France,Female,23,4,49478.04,1,1,0,138557.57,0
1275,15001274,Cliente1275,624,Germany,Male,20,1,34059.71,1,1,0,123699.42,1
1276,15001275,Cliente1276,589,Germany,Male,52,4,114928.86,1,0,0,184231.53,1
1277,15001276,Cliente1277,567,France,Female,26,1,133286.37,1,0,1,133466.45,0
1278,15001277,Cliente1278,593,France,Female,79,7,59508.35,1,1,0,193992.09,1
1279,15001278,Cliente1279,649,Germany,Male,52,10,74625.29,2,0,0,174566.49,0
1280,15001279,Cliente1280,539,France,Male,39,10,0.0,1,1,1,149266.42,0
1281,15001280,Cliente1281,584,France,Male,49,6,137300.72,2,0,1,177729.43,0
1282,15001281,Cliente1282,723,France,Male,67,10,107740.25,1,1,0,194443.28,1
1283,15001282,Cliente1283,629,Spain,Female,37,3,0.0,2,1,0,118165.32,0
1284,15001283,Cliente1284,578,France,Female,45,3,0.0,2,0,1,145734.01,0
1285,15001284,Cliente1285,544,Spain,Female,75,7,52638.45,3,1,1,191554.05,0
1286,15001285,Cliente1286,733,France,Female,36,3,58299.73,1,0,1,139452.27,0
